Новые комментарии,Поделились,"Отметки ""Не нравится""","Отметки ""Нравится""",Средний процент просмотра (%),Просмотры,Время просмотра (часы),Показы,CTR для значков видео (%)
0.0,0.0,0.0,0.0,91.16,1.0,0.0504,108.0,0.0
0.0,0.0,0.0,0.0,41.92,8.0,0.1295,122.0,0.82
0.0,0.0,0.0,0.0,38.73,6.0,0.082,111.0,0.9
0.0,0.0,0.0,0.0,58.66,8.0,0.7925,191.0,3.66
0.0,0.0,0.0,0.0,23.91,29.0,1.0805,392.0,3.83
0.0,0.0,0.0,0.0,97.16,1.0,0.0381,74.0,0.0
0.0,0.0,0.0,0.0,35.18,3.0,0.0267,69.0,4.35
0.0,0.0,1.0,3.0,37.81,91.0,3.737,405.0,8.15
0.0,0.0,0.0,0.0,46.62,3.0,0.0493,123.0,0.81
0.0,0.0,0.0,0.0,99.38,1.0,0.0398,117.0,0.85
0.0,0.0,0.0,0.0,75.69,2.0,0.0534,105.0,1.9
0.0,0.0,0.0,0.0,67.75,3.0,0.2146,53.0,1.89
0.0,0.0,0.0,0.0,56.99,2.0,0.0497,67.0,1.49
0.0,0.0,0.0,0.0,50.92,3.0,0.0335,81.0,1.23
0.0,0.0,0.0,0.0,59.85,6.0,0.1337,127.0,2.36
0.0,0.0,0.0,0.0,23.84,1.0,0.0228,48.0,0.0
0.0,0.0,0.0,0.0,27.6,21.0,0.3332,117.0,1.71
0.0,0.0,0.0,1.0,11.18,5.0,0.0603,80.0,0.0
0.0,0.0,0.0,0.0,7.55,5.0,0.0469,101.0,3.96
0.0,0.0,0.0,0.0,32.34,12.0,0.6252,188.0,3.19
0.0,0.0,0.0,0.0,23.26,4.0,0.0357,104.0,0.96
0.0,0.0,0.0,0.0,35.91,26.0,1.1229,263.0,6.46
0.0,0.0,0.0,0.0,71.9,3.0,0.0761,114.0,1.75
0.0,0.0,0.0,0.0,50.13,2.0,0.1808,56.0,0.0
0.0,1.0,0.0,6.0,25.14,312.0,13.7913,2358.0,5.81
0.0,0.0,0.0,0.0,46.14,4.0,0.0615,108.0,1.85
0.0,0.0,0.0,0.0,16.9,17.0,0.6241,234.0,2.99
0.0,0.0,0.0,0.0,10.18,10.0,0.0721,142.0,2.11
0.0,0.0,0.0,0.0,1.17,1.0,0.0021,69.0,1.45
0.0,0.0,0.0,0.0,44.57,5.0,0.0724,112.0,3.57
0.0,0.0,0.0,0.0,1.68,2.0,0.0039,124.0,0.81
0.0,0.0,0.0,0.0,54.89,5.0,0.0694,103.0,0.97
0.0,0.0,0.0,0.0,66.0,10.0,0.8103,166.0,3.61
0.0,0.0,0.0,0.0,45.3,25.0,1.5918,298.0,3.69
0.0,0.0,0.0,0.0,0.76,1.0,0.0002,46.0,2.17
0.0,0.0,0.0,0.0,47.03,8.0,0.5968,139.0,4.32
0.0,0.0,0.0,0.0,39.86,11.0,0.5395,140.0,3.57
0.0,0.0,0.0,0.0,70.87,3.0,0.0892,201.0,1.49
0.0,0.0,0.0,0.0,90.23,2.0,0.0571,59.0,1.69
0.0,0.0,0.0,1.0,28.96,4.0,0.0788,89.0,1.12
0.0,0.0,0.0,0.0,61.4,2.0,0.0416,167.0,0.6
0.0,0.0,0.0,0.0,25.81,3.0,0.0237,86.0,1.16
0.0,0.0,0.0,0.0,90.56,4.0,0.2284,106.0,0.0
0.0,0.0,0.0,0.0,34.49,4.0,0.0399,103.0,3.88
0.0,0.0,0.0,0.0,56.63,5.0,0.0999,79.0,1.27
0.0,0.0,0.0,0.0,114.13,1.0,0.0821,70.0,0.0
0.0,0.0,0.0,0.0,14.89,8.0,0.0949,139.0,0.72
0.0,0.0,0.0,0.0,41.0,8.0,0.3435,101.0,0.0
0.0,0.0,0.0,2.0,39.59,55.0,3.0001,425.0,7.76
0.0,0.0,0.0,0.0,97.33,1.0,0.0506,113.0,0.88
0.0,0.0,0.0,0.0,56.4,4.0,0.0702,83.0,3.61
0.0,0.0,0.0,-1.0,12.81,2.0,0.0075,91.0,2.2
0.0,0.0,0.0,1.0,68.0,3.0,0.1337,49.0,6.12
0.0,0.0,0.0,0.0,38.35,5.0,0.0836,182.0,1.1
0.0,0.0,1.0,4.0,37.48,121.0,9.0446,940.0,7.23
0.0,0.0,0.0,0.0,52.16,2.0,0.0368,91.0,1.1
0.0,0.0,0.0,0.0,30.26,17.0,0.7374,161.0,3.11
0.0,0.0,0.0,1.0,66.42,6.0,0.3941,90.0,2.22
0.0,0.0,0.0,0.0,4.46,2.0,0.0054,64.0,3.13
0.0,0.0,0.0,-1.0,1.87,3.0,0.0019,98.0,3.06
0.0,0.0,0.0,1.0,69.62,5.0,0.2872,102.0,2.94
0.0,0.0,0.0,0.0,52.19,3.0,0.0961,125.0,0.8
0.0,0.0,0.0,0.0,80.95,1.0,0.0205,71.0,1.41
0.0,0.0,0.0,0.0,3.16,5.0,0.0208,94.0,3.19
0.0,0.0,0.0,0.0,39.39,5.0,0.1291,162.0,1.85
0.0,0.0,0.0,0.0,91.07,1.0,0.0812,63.0,1.59
0.0,0.0,1.0,2.0,30.11,310.0,22.0129,2900.0,4.76
0.0,0.0,0.0,0.0,64.7,5.0,0.3621,141.0,2.13
0.0,0.0,0.0,1.0,39.62,22.0,1.2156,269.0,4.09
0.0,0.0,0.0,0.0,44.65,3.0,0.042,74.0,2.7
0.0,0.0,0.0,0.0,46.39,1.0,0.0139,55.0,0.0
0.0,0.0,0.0,1.0,65.46,16.0,1.3471,196.0,6.12
0.0,0.0,0.0,0.0,62.31,8.0,0.2216,82.0,6.1
0.0,0.0,0.0,0.0,0.26,1.0,0.0005,61.0,1.64
0.0,0.0,0.0,0.0,38.48,5.0,0.1336,126.0,3.17
0.0,0.0,0.0,-1.0,71.87,1.0,0.0823,101.0,0.99
0.0,0.0,0.0,0.0,33.5,39.0,1.5897,333.0,4.2
0.0,0.0,0.0,0.0,34.73,9.0,0.4732,118.0,5.08
0.0,0.0,0.0,1.0,45.42,50.0,2.0943,639.0,5.32
0.0,0.0,0.0,1.0,66.1,5.0,0.112,92.0,5.43
0.0,0.0,0.0,0.0,6.2,7.0,0.0588,163.0,1.84
0.0,0.0,0.0,0.0,15.25,1.0,0.0047,61.0,1.64
0.0,0.0,0.0,0.0,47.09,2.0,0.0238,64.0,1.56
0.0,0.0,0.0,0.0,71.98,5.0,0.12,83.0,6.02
0.0,0.0,0.0,2.0,26.28,98.0,3.7987,295.0,11.19
0.0,0.0,0.0,0.0,30.93,18.0,0.9155,179.0,5.03
0.0,0.0,0.0,3.0,20.84,65.0,2.3369,1008.0,3.67
0.0,0.0,0.0,0.0,83.62,3.0,0.124,76.0,2.63
0.0,0.0,0.0,0.0,42.27,2.0,0.0653,57.0,3.51
0.0,0.0,1.0,0.0,30.71,4.0,0.045,99.0,2.02
0.0,0.0,0.0,0.0,99.69,1.0,0.0354,114.0,0.0
0.0,0.0,0.0,0.0,23.82,4.0,0.0902,99.0,3.03
0.0,0.0,0.0,0.0,22.02,3.0,0.1294,84.0,3.57
0.0,0.0,0.0,0.0,9.52,2.0,0.0046,77.0,1.3
0.0,0.0,0.0,0.0,42.55,2.0,0.0243,71.0,1.41
0.0,0.0,0.0,0.0,37.09,2.0,0.0229,93.0,1.08
0.0,0.0,0.0,1.0,29.84,11.0,0.083,179.0,3.91
0.0,0.0,0.0,0.0,86.44,1.0,0.0391,111.0,0.9
0.0,0.0,0.0,0.0,38.6,15.0,0.3313,277.0,3.25
0.0,0.0,0.0,0.0,26.69,3.0,0.0245,109.0,1.83
0.0,0.0,0.0,0.0,20.6,8.0,0.114,130.0,2.31
0.0,0.0,0.0,0.0,25.09,2.0,0.0564,76.0,2.63
0.0,0.0,0.0,0.0,57.34,8.0,0.209,139.0,2.88
0.0,0.0,0.0,1.0,30.8,46.0,1.8338,341.0,5.28
0.0,0.0,0.0,0.0,33.07,12.0,0.3737,185.0,2.16
0.0,0.0,0.0,0.0,30.43,2.0,0.0935,78.0,1.28
0.0,0.0,0.0,1.0,33.81,92.0,3.3088,440.0,7.27
0.0,0.0,0.0,0.0,61.13,1.0,0.0171,82.0,1.22
0.0,0.0,0.0,0.0,31.38,3.0,0.0458,182.0,1.1
0.0,0.0,0.0,0.0,34.62,10.0,0.7915,92.0,1.09
0.0,0.0,0.0,0.0,37.99,5.0,0.0543,153.0,0.65
0.0,0.0,0.0,0.0,15.06,13.0,0.4225,146.0,2.74
0.0,0.0,0.0,0.0,27.53,14.0,0.7932,161.0,3.11
0.0,0.0,0.0,0.0,15.37,7.0,0.1569,132.0,3.03
0.0,0.0,0.0,0.0,51.28,26.0,1.463,284.0,4.23
0.0,0.0,0.0,0.0,28.88,61.0,2.5743,751.0,3.06
0.0,0.0,0.0,0.0,43.13,8.0,0.2291,101.0,0.99
0.0,0.0,0.0,0.0,22.74,4.0,0.024,147.0,1.36
0.0,0.0,0.0,0.0,45.79,5.0,0.0846,141.0,0.0
0.0,0.0,0.0,0.0,47.96,13.0,0.2736,93.0,3.23
0.0,0.0,0.0,0.0,54.48,8.0,0.1525,188.0,2.13
0.0,0.0,0.0,0.0,8.95,2.0,0.0068,113.0,0.0
0.0,0.0,0.0,0.0,38.7,5.0,0.0677,287.0,1.39
0.0,0.0,0.0,0.0,25.56,3.0,0.0937,52.0,1.92
0.0,0.0,0.0,1.0,24.51,28.0,1.4353,221.0,7.24
0.0,0.0,0.0,0.0,51.32,8.0,0.252,132.0,3.79
0.0,0.0,0.0,0.0,21.03,11.0,0.3534,91.0,5.49
0.0,0.0,0.0,0.0,10.42,1.0,0.0077,104.0,0.96
0.0,1.0,0.0,3.0,21.91,72.0,3.6724,1844.0,2.33
0.0,0.0,0.0,1.0,21.06,16.0,0.3809,332.0,3.01
0.0,0.0,0.0,0.0,37.6,17.0,1.3353,147.0,8.16
0.0,0.0,0.0,1.0,29.53,82.0,2.1118,716.0,5.03
0.0,0.0,0.0,0.0,29.59,4.0,0.1148,190.0,1.05
0.0,0.0,0.0,0.0,50.68,3.0,0.136,172.0,0.58
0.0,0.0,0.0,0.0,42.43,9.0,0.4285,117.0,0.85
0.0,0.0,0.0,0.0,31.09,4.0,0.0629,174.0,0.57
0.0,0.0,0.0,0.0,47.62,3.0,0.1079,146.0,0.68
0.0,0.0,0.0,0.0,71.13,1.0,0.0168,70.0,1.43
0.0,0.0,0.0,1.0,42.37,50.0,2.2364,235.0,2.55
0.0,0.0,0.0,0.0,33.31,5.0,0.049,127.0,3.15
0.0,0.0,0.0,0.0,37.5,8.0,0.1666,127.0,3.94
0.0,0.0,0.0,0.0,36.37,5.0,0.1617,114.0,1.75
0.0,0.0,0.0,0.0,19.1,9.0,0.0516,91.0,6.59
0.0,0.0,0.0,0.0,49.77,3.0,0.2069,86.0,2.33
0.0,0.0,0.0,0.0,28.32,1.0,0.014,153.0,0.0
0.0,0.0,0.0,0.0,37.82,3.0,0.139,267.0,0.37
0.0,0.0,0.0,0.0,54.98,2.0,0.1463,54.0,0.0
0.0,0.0,0.0,0.0,37.37,3.0,0.0349,86.0,2.33
0.0,0.0,0.0,1.0,44.8,8.0,0.3594,201.0,2.99
0.0,0.0,0.0,-1.0,60.84,9.0,0.4882,145.0,3.45
0.0,0.0,0.0,0.0,34.09,53.0,2.5396,583.0,2.74
0.0,0.0,0.0,0.0,29.2,14.0,0.5133,235.0,2.98
0.0,0.0,0.0,0.0,57.2,2.0,0.1563,129.0,0.78
0.0,0.0,0.0,0.0,41.66,11.0,0.7855,159.0,3.14
0.0,0.0,0.0,0.0,36.59,6.0,0.147,96.0,3.13
0.0,0.0,0.0,0.0,36.64,90.0,5.7713,541.0,4.44
0.0,0.0,0.0,0.0,66.66,7.0,0.1646,150.0,3.33
0.0,0.0,0.0,0.0,26.85,2.0,0.0154,104.0,0.0
0.0,1.0,1.0,1.0,18.47,51.0,1.6194,188.0,4.26
0.0,0.0,0.0,0.0,37.15,21.0,1.6252,236.0,3.81
0.0,0.0,0.0,0.0,35.85,4.0,0.145,79.0,2.53
0.0,0.0,0.0,0.0,56.86,14.0,0.681,106.0,5.66
0.0,0.0,0.0,0.0,42.67,4.0,0.0479,134.0,2.24
0.0,0.0,0.0,0.0,46.34,2.0,0.0857,42.0,4.76
0.0,0.0,0.0,0.0,42.2,3.0,0.0376,130.0,2.31
0.0,0.0,0.0,0.0,26.21,4.0,0.0306,126.0,1.59
0.0,0.0,0.0,0.0,20.78,1.0,0.0051,77.0,0.0
0.0,0.0,0.0,0.0,15.31,9.0,0.2802,113.0,2.65
0.0,0.0,0.0,0.0,41.36,15.0,0.5807,220.0,4.55
0.0,0.0,0.0,0.0,37.25,8.0,0.0935,114.0,3.51
0.0,0.0,0.0,0.0,26.1,17.0,0.7469,289.0,3.11
0.0,0.0,0.0,0.0,6.71,1.0,0.0123,43.0,2.33
0.0,0.0,0.0,0.0,95.73,1.0,0.1141,144.0,0.69
0.0,0.0,0.0,0.0,19.71,12.0,0.1879,116.0,1.72
0.0,2.0,0.0,0.0,39.74,47.0,2.2203,466.0,7.08
0.0,0.0,0.0,0.0,26.45,4.0,0.0482,112.0,1.79
0.0,0.0,0.0,0.0,25.26,4.0,0.0472,1339.0,0.15
0.0,0.0,0.0,0.0,60.24,2.0,0.0288,69.0,1.45
0.0,0.0,0.0,0.0,35.54,32.0,2.1481,223.0,6.28
0.0,0.0,0.0,0.0,57.11,10.0,0.1475,131.0,5.34
0.0,0.0,0.0,1.0,45.58,20.0,1.2789,316.0,2.85
0.0,0.0,0.0,0.0,48.41,12.0,0.9633,111.0,8.11
0.0,0.0,0.0,0.0,45.39,4.0,0.0635,155.0,1.29
0.0,0.0,0.0,0.0,35.15,15.0,0.3457,209.0,3.35
0.0,0.0,0.0,0.0,44.45,6.0,0.1119,158.0,1.27
0.0,0.0,0.0,0.0,8.8,2.0,0.008,67.0,1.49
0.0,1.0,0.0,2.0,24.59,116.0,4.524,683.0,5.27
0.0,0.0,0.0,0.0,56.38,10.0,0.9521,154.0,3.9
0.0,0.0,0.0,0.0,32.76,3.0,0.0538,115.0,0.87
0.0,0.0,0.0,0.0,24.36,1.0,0.0391,42.0,0.0
0.0,0.0,0.0,0.0,73.08,3.0,0.0706,54.0,0.0
0.0,0.0,0.0,-1.0,26.33,41.0,1.8264,365.0,5.21
0.0,0.0,0.0,0.0,29.95,3.0,0.0342,102.0,0.98
0.0,0.0,0.0,0.0,36.11,16.0,0.6725,168.0,5.36
0.0,0.0,0.0,1.0,43.68,20.0,1.4172,305.0,3.61
0.0,0.0,0.0,0.0,48.03,7.0,0.1849,112.0,3.57
0.0,2.0,1.0,0.0,27.4,79.0,2.7723,339.0,12.09
0.0,1.0,1.0,0.0,72.19,20.0,2.7834,203.0,7.88
0.0,0.0,0.0,-1.0,24.81,5.0,0.0575,95.0,3.16
0.0,0.0,0.0,0.0,49.97,3.0,0.1358,105.0,2.86
0.0,0.0,0.0,0.0,93.26,1.0,0.0689,121.0,0.0
0.0,0.0,0.0,0.0,12.57,1.0,0.0082,72.0,0.0
0.0,0.0,0.0,0.0,45.16,1.0,0.0114,57.0,0.0
0.0,0.0,0.0,0.0,44.86,13.0,0.9493,302.0,2.98
0.0,0.0,0.0,0.0,27.23,14.0,0.5559,153.0,1.96
0.0,0.0,0.0,0.0,28.19,7.0,0.2455,301.0,1.66
0.0,4.0,0.0,1.0,44.96,15.0,0.9703,119.0,6.72
0.0,0.0,0.0,0.0,25.4,17.0,1.0807,201.0,3.98
0.0,0.0,0.0,0.0,50.41,3.0,0.2294,39.0,0.0
0.0,0.0,0.0,-1.0,42.16,1.0,0.0331,105.0,0.0
0.0,0.0,0.0,0.0,78.8,5.0,0.1149,108.0,1.85
0.0,0.0,0.0,0.0,41.74,36.0,2.8887,233.0,6.01
0.0,0.0,1.0,6.0,34.66,90.0,5.9094,390.0,7.18
0.0,0.0,0.0,0.0,100.03,1.0,0.1009,109.0,0.0
0.0,0.0,0.0,0.0,27.56,9.0,0.4237,164.0,4.27
0.0,0.0,0.0,0.0,71.18,3.0,0.2681,139.0,0.0
0.0,0.0,0.0,0.0,17.54,7.0,0.1224,86.0,5.81
0.0,0.0,0.0,0.0,57.25,2.0,0.0687,73.0,1.37
0.0,0.0,0.0,1.0,22.48,24.0,1.3011,164.0,4.88
0.0,0.0,0.0,0.0,24.5,18.0,0.7595,134.0,9.7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,1.23
0.0,0.0,0.0,0.0,48.06,16.0,0.5041,170.0,2.94
0.0,0.0,0.0,0.0,29.08,3.0,0.0851,108.0,1.85
0.0,0.0,0.0,0.0,21.49,18.0,0.7544,199.0,4.52
0.0,0.0,0.0,0.0,29.5,121.0,8.131,1156.0,5.88
0.0,0.0,0.0,0.0,83.48,1.0,0.0267,106.0,0.94
0.0,0.0,0.0,0.0,48.91,2.0,0.0994,113.0,0.88
0.0,0.0,0.0,0.0,47.61,2.0,0.0436,103.0,0.0
0.0,0.0,0.0,0.0,2.32,2.0,0.0015,85.0,1.18
0.0,0.0,0.0,0.0,41.88,7.0,0.1702,133.0,3.01
0.0,0.0,0.0,0.0,45.27,8.0,0.1066,145.0,2.76
0.0,0.0,0.0,0.0,48.77,5.0,0.0962,192.0,2.08
0.0,0.0,0.0,0.0,17.75,4.0,0.0465,76.0,1.32
0.0,0.0,0.0,0.0,29.44,8.0,0.1858,87.0,2.3
0.0,0.0,0.0,0.0,48.61,1.0,0.0116,113.0,0.0
0.0,0.0,0.0,0.0,13.88,13.0,0.2947,154.0,2.6
0.0,0.0,0.0,0.0,52.31,17.0,0.7608,186.0,5.91
0.0,0.0,0.0,0.0,34.92,4.0,0.0823,155.0,1.29
0.0,0.0,1.0,1.0,32.04,138.0,8.9287,1215.0,5.6
0.0,0.0,0.0,0.0,54.86,7.0,0.5046,125.0,3.2
0.0,0.0,0.0,0.0,44.98,7.0,0.4268,81.0,3.7
0.0,0.0,0.0,1.0,38.77,12.0,0.557,186.0,2.69
0.0,0.0,0.0,0.0,32.99,5.0,0.23,86.0,5.81
0.0,0.0,0.0,0.0,39.48,7.0,0.6801,93.0,5.38
0.0,0.0,0.0,0.0,29.84,2.0,0.0681,35.0,5.71
0.0,0.0,0.0,0.0,30.69,3.0,0.0325,66.0,3.03
0.0,0.0,0.0,0.0,52.37,18.0,1.2307,348.0,3.74
0.0,0.0,0.0,0.0,45.43,26.0,1.6438,188.0,4.26
0.0,0.0,0.0,0.0,59.87,2.0,0.0396,55.0,3.64
0.0,0.0,0.0,0.0,40.85,26.0,0.5901,165.0,8.48
0.0,0.0,0.0,1.0,33.71,32.0,1.7497,383.0,3.13
0.0,0.0,0.0,1.0,30.13,12.0,0.6648,219.0,4.11
0.0,0.0,0.0,0.0,23.18,40.0,1.6563,346.0,7.23
0.0,1.0,0.0,0.0,44.4,18.0,0.9235,245.0,3.27
0.0,0.0,0.0,0.0,34.26,20.0,0.3768,109.0,2.75
0.0,0.0,0.0,0.0,11.48,7.0,0.1011,209.0,2.87
0.0,0.0,0.0,0.0,30.99,2.0,0.0139,61.0,3.28
0.0,0.0,0.0,0.0,10.7,10.0,0.1882,189.0,2.65
0.0,0.0,0.0,0.0,38.0,17.0,0.594,142.0,3.52
0.0,0.0,0.0,0.0,42.73,6.0,0.1716,177.0,1.69
0.0,0.0,0.0,0.0,19.11,11.0,0.424,253.0,2.77
0.0,0.0,0.0,0.0,78.94,1.0,0.02,127.0,0.0
0.0,0.0,0.0,0.0,38.95,5.0,0.264,77.0,2.6
0.0,0.0,0.0,0.0,50.54,6.0,0.2485,83.0,4.82
0.0,0.0,0.0,0.0,81.54,2.0,0.0725,106.0,0.0
0.0,0.0,0.0,0.0,59.24,3.0,0.0528,121.0,0.83
