Новые комментарии,Поделились,"Отметки ""Не нравится""","Отметки ""Нравится""",Средний процент просмотра (%),Просмотры,Время просмотра (часы),Показы,CTR для значков видео (%)
0.0,0.0,0.0,0.0,19.42,10.0,0.0707,389.0,2.06
0.0,0.0,0.0,3.0,16.17,159.0,3.1787,682.0,3.08
0.0,0.0,0.0,0.0,7.54,12.0,0.051,427.0,2.34
0.0,0.0,0.0,0.0,23.89,16.0,0.1476,406.0,2.46
0.0,0.0,0.0,1.0,19.34,12.0,0.3353,436.0,2.06
0.0,0.0,0.0,0.0,40.49,8.0,0.2708,86.0,3.49
0.0,0.0,0.0,0.0,31.59,115.0,4.0972,598.0,5.69
0.0,0.0,0.0,0.0,45.45,6.0,0.275,92.0,6.52
0.0,0.0,0.0,0.0,22.01,4.0,0.0333,59.0,5.08
0.0,0.0,0.0,1.0,20.02,13.0,0.4576,100.0,3.0
0.0,0.0,0.0,6.0,25.98,276.0,9.959,1455.0,12.23
0.0,0.0,0.0,1.0,27.5,37.0,0.6669,560.0,3.04
0.0,0.0,0.0,0.0,38.23,16.0,0.7477,220.0,5.0
0.0,0.0,0.0,1.0,17.98,24.0,1.3416,441.0,2.49
0.0,0.0,0.0,0.0,25.01,16.0,0.5425,361.0,1.66
0.0,0.0,0.0,0.0,2.24,1.0,0.0017,85.0,0.0
0.0,0.0,0.0,0.0,34.83,10.0,0.1229,97.0,5.15
0.0,0.0,0.0,0.0,52.27,3.0,0.0396,83.0,3.61
0.0,0.0,0.0,1.0,11.68,31.0,0.9634,110.0,8.18
0.0,1.0,0.0,0.0,30.27,78.0,2.486,642.0,9.81
0.0,0.0,0.0,0.0,23.31,9.0,0.5628,153.0,5.23
0.0,1.0,1.0,3.0,22.4,261.0,12.6173,1132.0,14.13
0.0,0.0,0.0,0.0,28.9,4.0,0.1718,335.0,0.9
0.0,0.0,0.0,0.0,12.88,30.0,0.3015,548.0,4.2
0.0,0.0,0.0,0.0,37.54,29.0,0.3448,884.0,2.26
0.0,2.0,0.0,6.0,21.91,440.0,18.072,2426.0,10.84
0.0,0.0,0.0,0.0,40.11,3.0,0.0368,64.0,1.56
0.0,3.0,1.0,2.0,26.16,319.0,10.9415,1490.0,8.86
0.0,0.0,0.0,0.0,23.55,18.0,0.1225,510.0,2.55
0.0,0.0,0.0,0.0,44.82,8.0,0.2351,907.0,0.44
0.0,0.0,0.0,3.0,22.4,122.0,2.7856,1096.0,8.3
0.0,0.0,0.0,0.0,37.13,15.0,0.7551,210.0,2.86
0.0,0.0,0.0,0.0,29.88,11.0,0.5898,78.0,6.41
0.0,0.0,0.0,0.0,68.71,4.0,0.1741,78.0,2.56
0.0,0.0,0.0,0.0,74.68,1.0,0.0456,70.0,0.0
0.0,7.0,0.0,9.0,24.62,459.0,17.7665,2094.0,14.57
0.0,1.0,0.0,0.0,56.17,12.0,0.996,117.0,3.42
0.0,0.0,0.0,0.0,65.57,1.0,0.0146,68.0,1.47
0.0,2.0,0.0,3.0,24.73,100.0,3.4757,627.0,5.42
0.0,0.0,0.0,0.0,10.61,10.0,0.112,440.0,1.59
0.0,0.0,0.0,2.0,35.76,15.0,0.5304,566.0,1.94
0.0,0.0,0.0,0.0,56.1,7.0,0.0884,117.0,5.13
0.0,2.0,0.0,1.0,9.97,281.0,10.4852,2462.0,6.7
0.0,0.0,0.0,1.0,46.45,13.0,0.5167,333.0,3.0
0.0,0.0,0.0,0.0,25.54,13.0,0.189,419.0,2.15
0.0,0.0,0.0,0.0,71.84,2.0,0.0343,110.0,0.91
0.0,0.0,0.0,1.0,70.98,30.0,0.5382,551.0,1.45
0.0,0.0,0.0,0.0,18.1,29.0,1.0977,161.0,4.35
0.0,0.0,0.0,0.0,38.63,99.0,1.5829,1026.0,5.26
0.0,0.0,0.0,0.0,30.56,76.0,3.2772,795.0,6.29
0.0,0.0,0.0,0.0,63.74,2.0,0.045,113.0,0.88
0.0,0.0,0.0,0.0,47.37,19.0,0.7726,534.0,2.06
0.0,0.0,0.0,1.0,23.05,11.0,0.0852,205.0,2.44
0.0,0.0,0.0,3.0,22.68,85.0,3.775,927.0,5.72
0.0,0.0,0.0,0.0,55.61,3.0,0.0589,137.0,1.46
0.0,0.0,0.0,1.0,32.5,51.0,1.7959,211.0,6.16
0.0,0.0,0.0,0.0,99.6,1.0,0.0692,85.0,0.0
0.0,0.0,0.0,0.0,36.4,14.0,0.7489,171.0,4.68
0.0,0.0,1.0,3.0,19.38,106.0,4.1201,711.0,7.88
0.0,0.0,0.0,1.0,24.13,8.0,0.0627,123.0,4.88
0.0,0.0,0.0,1.0,31.04,15.0,0.2302,271.0,2.58
0.0,0.0,0.0,5.0,26.93,110.0,4.3195,783.0,9.96
0.0,0.0,0.0,1.0,47.27,37.0,0.9717,549.0,1.82
0.0,0.0,0.0,0.0,48.7,28.0,0.3447,599.0,1.84
0.0,0.0,0.0,0.0,64.21,6.0,0.1734,84.0,5.95
0.0,0.0,1.0,0.0,13.8,43.0,0.8655,161.0,9.94
0.0,0.0,0.0,1.0,60.94,8.0,0.1178,192.0,3.13
0.0,0.0,0.0,0.0,55.64,3.0,0.2323,82.0,3.66
0.0,0.0,0.0,1.0,36.28,13.0,0.2896,409.0,2.44
0.0,0.0,0.0,0.0,23.94,3.0,0.0403,72.0,1.39
0.0,0.0,0.0,0.0,21.77,47.0,1.549,215.0,4.65
0.0,0.0,0.0,1.0,50.57,75.0,5.384,738.0,3.39
0.0,0.0,0.0,0.0,38.69,11.0,0.2021,559.0,1.61
0.0,0.0,0.0,0.0,22.36,40.0,1.3021,188.0,5.85
0.0,0.0,0.0,1.0,32.98,31.0,0.3948,686.0,2.92
0.0,0.0,0.0,0.0,17.65,42.0,1.0047,175.0,5.71
0.0,0.0,0.0,2.0,60.5,23.0,1.0514,226.0,4.42
0.0,0.0,0.0,0.0,45.24,2.0,0.185,323.0,0.31
0.0,0.0,0.0,0.0,9.88,2.0,0.007,103.0,0.0
0.0,0.0,0.0,0.0,33.75,29.0,1.6799,448.0,4.69
0.0,0.0,0.0,0.0,24.58,9.0,0.0559,161.0,3.11
0.0,0.0,0.0,0.0,40.11,8.0,0.1462,35.0,14.29
0.0,0.0,0.0,0.0,20.89,9.0,0.1775,566.0,1.24
0.0,0.0,0.0,4.0,40.18,155.0,10.7598,1843.0,2.5
0.0,0.0,0.0,1.0,32.67,13.0,0.1263,427.0,2.34
0.0,0.0,0.0,2.0,19.54,129.0,5.8828,775.0,9.16
0.0,0.0,0.0,1.0,14.2,48.0,0.286,1062.0,3.3
0.0,0.0,0.0,0.0,33.91,10.0,0.1874,93.0,7.53
0.0,0.0,0.0,0.0,25.59,6.0,0.0512,67.0,1.49
0.0,1.0,0.0,0.0,29.69,33.0,0.3783,552.0,3.26
0.0,0.0,0.0,2.0,52.36,48.0,0.8866,606.0,2.81
0.0,0.0,0.0,1.0,19.81,62.0,2.0739,336.0,13.99
0.0,0.0,0.0,0.0,36.91,4.0,0.1296,308.0,0.65
0.0,0.0,0.0,0.0,31.34,99.0,4.8352,1199.0,4.34
0.0,0.0,0.0,0.0,56.02,5.0,0.1097,119.0,3.36
0.0,0.0,0.0,0.0,32.1,10.0,0.0811,113.0,5.31
0.0,1.0,0.0,3.0,23.33,251.0,6.3609,995.0,10.55
0.0,1.0,0.0,0.0,25.99,15.0,0.4905,622.0,0.96
0.0,0.0,0.0,1.0,30.09,50.0,0.5307,775.0,4.26
0.0,0.0,0.0,0.0,25.02,4.0,0.04,124.0,0.81
0.0,0.0,0.0,0.0,34.15,17.0,0.2048,469.0,1.71
0.0,0.0,0.0,0.0,29.25,7.0,0.2161,83.0,7.23
0.0,0.0,0.0,0.0,43.58,3.0,0.0596,78.0,2.56
0.0,0.0,0.0,0.0,52.46,2.0,0.023,92.0,0.0
0.0,0.0,0.0,0.0,44.58,2.0,0.0332,91.0,0.0
0.0,0.0,0.0,0.0,39.56,12.0,0.4536,69.0,1.45
0.0,0.0,0.0,0.0,16.95,77.0,0.7504,75.0,5.33
0.0,0.0,0.0,0.0,18.99,4.0,0.0819,66.0,3.03
0.0,0.0,0.0,0.0,24.42,12.0,0.3679,175.0,4.57
0.0,0.0,0.0,2.0,42.04,58.0,4.0432,751.0,4.39
0.0,0.0,0.0,1.0,24.5,30.0,0.2613,656.0,2.9
0.0,0.0,0.0,0.0,60.62,4.0,0.0929,97.0,1.03
0.0,0.0,0.0,0.0,23.17,93.0,2.5912,469.0,14.93
0.0,0.0,0.0,0.0,38.83,34.0,0.4657,648.0,3.4
0.0,0.0,0.0,0.0,41.46,11.0,0.8476,109.0,7.34
0.0,2.0,1.0,12.0,20.98,597.0,22.024,3575.0,10.91
0.0,0.0,0.0,2.0,41.23,157.0,4.4593,687.0,6.99
0.0,0.0,0.0,0.0,45.55,3.0,0.0456,78.0,1.28
0.0,0.0,0.0,0.0,26.17,18.0,0.4985,491.0,2.65
0.0,4.0,0.0,2.0,12.08,79.0,2.0725,513.0,8.97
0.0,0.0,0.0,2.0,31.75,65.0,0.7853,748.0,4.41
0.0,0.0,0.0,0.0,46.18,4.0,0.0467,78.0,5.13
0.0,0.0,0.0,0.0,46.39,11.0,0.3615,113.0,5.31
0.0,0.0,0.0,0.0,4.75,5.0,0.0427,114.0,3.51
0.0,0.0,0.0,0.0,27.01,12.0,0.1143,206.0,5.34
0.0,0.0,0.0,1.0,32.69,21.0,0.7932,154.0,10.39
0.0,0.0,0.0,0.0,32.07,15.0,0.1216,528.0,1.89
0.0,0.0,0.0,0.0,37.26,9.0,0.2505,403.0,1.99
0.0,2.0,0.0,10.0,35.75,345.0,17.852,2028.0,10.36
0.0,0.0,0.0,0.0,43.65,11.0,0.5896,86.0,5.81
0.0,1.0,0.0,1.0,32.96,100.0,4.8068,779.0,8.47
0.0,0.0,0.0,0.0,43.82,2.0,0.0222,68.0,2.94
0.0,0.0,0.0,3.0,21.4,29.0,0.9845,147.0,2.04
0.0,0.0,0.0,1.0,41.63,6.0,0.3136,154.0,1.95
0.0,0.0,0.0,1.0,38.84,49.0,0.7982,1104.0,3.44
0.0,0.0,0.0,0.0,36.69,9.0,0.2706,600.0,0.83
0.0,0.0,0.0,1.0,28.08,19.0,0.2964,301.0,3.32
0.0,0.0,0.0,0.0,36.42,4.0,0.0461,92.0,3.26
0.0,0.0,0.0,1.0,11.73,32.0,0.2232,432.0,4.86
0.0,0.0,0.0,0.0,28.32,3.0,0.0642,81.0,1.23
0.0,0.0,0.0,0.0,26.58,22.0,0.1982,585.0,2.56
0.0,0.0,0.0,0.0,10.48,47.0,0.8965,1326.0,2.79
0.0,0.0,0.0,0.0,35.72,3.0,0.0327,77.0,2.6
0.0,0.0,0.0,0.0,46.55,1.0,0.0294,65.0,1.54
0.0,1.0,0.0,0.0,42.1,11.0,0.1338,125.0,6.4
0.0,1.0,0.0,0.0,47.69,6.0,0.1009,93.0,4.3
0.0,0.0,0.0,0.0,10.39,1.0,0.0075,55.0,1.82
0.0,0.0,0.0,0.0,14.75,37.0,0.4349,597.0,4.02
0.0,0.0,0.0,0.0,4.8,3.0,0.0192,114.0,2.63
0.0,0.0,0.0,0.0,48.75,5.0,0.2553,80.0,3.75
0.0,0.0,0.0,0.0,23.96,9.0,0.112,150.0,4.0
0.0,0.0,0.0,0.0,20.36,3.0,0.0736,617.0,0.32
0.0,0.0,0.0,0.0,22.26,12.0,0.0831,132.0,7.58
0.0,0.0,0.0,0.0,19.79,9.0,0.0524,185.0,2.7
0.0,0.0,0.0,0.0,47.86,4.0,0.1255,28.0,7.14
0.0,0.0,0.0,0.0,22.09,20.0,0.1927,523.0,1.72
0.0,0.0,1.0,0.0,41.05,2.0,0.0461,327.0,0.31
0.0,1.0,1.0,3.0,21.5,86.0,2.8401,564.0,6.91
0.0,8.0,0.0,16.0,32.5,745.0,48.2924,4956.0,9.28
0.0,0.0,0.0,0.0,22.95,12.0,0.0972,483.0,1.45
0.0,0.0,0.0,1.0,20.56,45.0,1.3258,188.0,11.17
0.0,0.0,0.0,0.0,22.55,8.0,0.2044,566.0,0.88
0.0,0.0,0.0,0.0,52.11,2.0,0.1031,59.0,1.69
0.0,0.0,0.0,1.0,24.54,93.0,1.7436,904.0,7.19
0.0,0.0,0.0,0.0,45.96,2.0,0.0559,62.0,3.23
0.0,0.0,0.0,0.0,15.54,9.0,0.0478,225.0,1.78
0.0,0.0,0.0,0.0,25.95,4.0,0.0856,73.0,1.37
0.0,0.0,0.0,1.0,69.68,28.0,1.1977,602.0,1.5
0.0,0.0,0.0,0.0,16.87,5.0,0.0213,62.0,6.45
0.0,0.0,0.0,0.0,23.63,13.0,0.4045,119.0,5.04
0.0,3.0,0.0,3.0,31.19,165.0,5.2471,1206.0,10.86
0.0,0.0,0.0,0.0,59.03,16.0,0.6192,633.0,1.42
0.0,0.0,0.0,0.0,38.86,4.0,0.1485,77.0,3.9
0.0,1.0,0.0,5.0,20.99,328.0,16.2371,2656.0,6.59
0.0,0.0,0.0,0.0,35.23,9.0,0.355,184.0,2.72
0.0,0.0,0.0,1.0,28.88,70.0,2.8187,467.0,9.42
0.0,0.0,0.0,0.0,36.11,5.0,0.0637,72.0,1.39
0.0,0.0,0.0,0.0,21.05,6.0,0.0446,133.0,3.76
0.0,0.0,0.0,1.0,14.33,44.0,0.5305,551.0,5.81
0.0,0.0,0.0,1.0,45.58,8.0,0.469,148.0,3.38
0.0,0.0,0.0,3.0,26.0,75.0,2.7296,754.0,8.89
0.0,0.0,0.0,0.0,46.82,2.0,0.0237,81.0,2.47
0.0,0.0,0.0,0.0,68.46,4.0,0.1217,39.0,2.56
0.0,0.0,0.0,1.0,23.68,5.0,0.0822,75.0,6.67
0.0,0.0,0.0,1.0,24.28,20.0,0.5558,214.0,2.34
0.0,1.0,0.0,0.0,19.05,46.0,1.0659,400.0,3.75
0.0,0.0,0.0,0.0,41.12,7.0,0.4485,163.0,3.07
0.0,1.0,0.0,3.0,44.59,54.0,2.2205,804.0,2.99
0.0,0.0,0.0,0.0,9.99,6.0,0.0205,94.0,4.26
0.0,0.0,0.0,0.0,7.04,4.0,0.0382,97.0,4.12
0.0,0.0,0.0,0.0,14.99,4.0,0.0386,323.0,0.93
0.0,0.0,0.0,0.0,34.81,14.0,0.1503,128.0,8.59
0.0,0.0,0.0,0.0,46.41,3.0,0.2282,330.0,0.61
0.0,0.0,0.0,0.0,15.32,4.0,0.0155,111.0,2.7
0.0,0.0,0.0,0.0,81.04,7.0,0.1434,69.0,1.45
0.0,0.0,0.0,0.0,48.28,5.0,0.0805,114.0,2.63
0.0,0.0,0.0,0.0,54.64,4.0,0.1912,358.0,0.56
0.0,1.0,0.0,2.0,31.1,75.0,3.441,436.0,3.44
0.0,0.0,0.0,0.0,36.11,17.0,1.0179,323.0,3.1
0.0,6.0,0.0,9.0,22.4,481.0,18.5834,2174.0,16.84
0.0,8.0,0.0,5.0,22.14,373.0,20.3967,1633.0,9.43
0.0,0.0,0.0,0.0,35.9,4.0,0.0873,346.0,0.87
0.0,0.0,0.0,0.0,47.54,4.0,0.094,64.0,6.25
0.0,4.0,1.0,7.0,23.44,615.0,15.4952,1915.0,12.48
0.0,0.0,0.0,1.0,13.97,17.0,0.2031,79.0,2.53
0.0,0.0,0.0,0.0,44.61,10.0,0.2689,349.0,0.86
0.0,1.0,0.0,2.0,42.8,51.0,0.8004,706.0,5.95
0.0,0.0,0.0,0.0,33.8,5.0,0.0601,116.0,1.72
0.0,0.0,0.0,1.0,37.67,11.0,0.1048,212.0,5.19
0.0,0.0,0.0,0.0,35.43,9.0,0.302,71.0,4.23
0.0,1.0,0.0,1.0,23.81,10.0,0.4663,152.0,6.58
0.0,0.0,0.0,0.0,39.21,2.0,0.0198,69.0,1.45
0.0,0.0,0.0,0.0,10.84,8.0,0.0655,445.0,1.12
0.0,0.0,0.0,0.0,30.83,7.0,0.0623,199.0,2.01
0.0,0.0,0.0,0.0,2.4,1.0,0.0018,300.0,0.33
0.0,0.0,0.0,0.0,17.99,16.0,0.0888,496.0,2.22
0.0,0.0,0.0,0.0,22.8,59.0,0.4633,795.0,4.78
0.0,1.0,0.0,1.0,37.34,54.0,0.5097,654.0,4.89
0.0,0.0,0.0,0.0,30.17,5.0,0.0683,179.0,2.23
0.0,0.0,1.0,8.0,43.9,426.0,25.4523,3718.0,6.54
0.0,0.0,1.0,0.0,25.1,27.0,0.3878,109.0,5.5
0.0,0.0,0.0,0.0,4.36,2.0,0.0044,76.0,1.32
0.0,0.0,0.0,0.0,39.82,13.0,0.1582,513.0,1.17
0.0,0.0,0.0,1.0,33.45,14.0,0.3538,127.0,3.15
0.0,0.0,0.0,0.0,36.73,5.0,0.2071,104.0,3.85
0.0,0.0,0.0,0.0,31.47,9.0,0.3666,428.0,1.17
0.0,0.0,0.0,0.0,22.22,6.0,0.0607,112.0,0.89
0.0,0.0,0.0,0.0,27.61,31.0,1.1079,129.0,6.98
0.0,0.0,0.0,1.0,37.3,56.0,1.9668,366.0,6.01
0.0,0.0,0.0,1.0,29.05,35.0,1.5843,324.0,7.1
0.0,0.0,0.0,0.0,14.97,19.0,0.1967,444.0,2.7
0.0,0.0,0.0,1.0,19.39,78.0,1.6093,347.0,11.53
0.0,0.0,0.0,0.0,23.21,13.0,0.2901,561.0,1.6
0.0,0.0,0.0,0.0,36.19,8.0,0.0812,78.0,7.69
0.0,0.0,0.0,1.0,12.9,59.0,0.3699,892.0,4.82
0.0,0.0,0.0,0.0,12.76,13.0,0.3912,122.0,8.2
0.0,0.0,0.0,0.0,37.94,36.0,0.3908,731.0,3.01
0.0,2.0,0.0,5.0,26.85,227.0,8.026,1782.0,9.03
0.0,0.0,0.0,0.0,27.85,17.0,1.0217,139.0,7.19
0.0,0.0,0.0,1.0,23.05,26.0,1.2338,344.0,5.52
0.0,0.0,0.0,1.0,34.17,128.0,3.0491,637.0,6.28
0.0,0.0,0.0,0.0,30.48,5.0,0.0643,336.0,1.19
0.0,0.0,0.0,0.0,60.24,2.0,0.0887,341.0,0.59
0.0,0.0,0.0,0.0,43.56,25.0,1.5881,143.0,9.09
0.0,0.0,0.0,2.0,34.67,100.0,4.0064,673.0,7.28
0.0,3.0,0.0,7.0,23.85,368.0,12.8215,1502.0,8.52
0.0,0.0,0.0,0.0,33.87,12.0,0.2698,100.0,6.0
0.0,0.0,0.0,0.0,22.99,15.0,0.091,605.0,1.49
0.0,0.0,0.0,0.0,66.01,1.0,0.0244,77.0,0.0
0.0,0.0,0.0,0.0,51.94,6.0,0.1368,86.0,5.81
0.0,0.0,0.0,0.0,18.99,23.0,0.1528,694.0,2.45
0.0,0.0,0.0,0.0,49.67,10.0,0.2263,245.0,2.86
0.0,0.0,0.0,0.0,27.69,26.0,0.252,562.0,2.85
0.0,0.0,0.0,0.0,36.11,4.0,0.1814,71.0,4.23
0.0,0.0,0.0,0.0,32.53,11.0,0.2843,455.0,1.1
0.0,0.0,0.0,0.0,52.99,8.0,0.1072,81.0,4.94
0.0,0.0,0.0,0.0,28.92,74.0,4.4765,405.0,10.62
0.0,0.0,0.0,2.0,54.84,17.0,0.6112,178.0,6.18
0.0,0.0,0.0,0.0,12.8,13.0,0.0726,375.0,2.13
0.0,0.0,0.0,-1.0,42.38,9.0,0.5943,104.0,3.85
0.0,0.0,0.0,0.0,17.97,22.0,0.2909,99.0,15.15
0.0,4.0,0.0,4.0,14.05,129.0,4.2743,2846.0,2.81
0.0,1.0,0.0,1.0,22.82,141.0,3.6375,1385.0,5.99
0.0,0.0,0.0,-1.0,50.17,16.0,1.7325,186.0,5.38
0.0,0.0,0.0,0.0,24.67,3.0,0.0187,89.0,3.37
0.0,2.0,0.0,1.0,26.48,62.0,1.432,380.0,11.32
0.0,0.0,0.0,0.0,32.13,36.0,1.1215,738.0,3.25
0.0,0.0,0.0,0.0,9.45,6.0,0.0481,326.0,0.92
0.0,0.0,0.0,0.0,26.93,20.0,0.4818,546.0,1.65
0.0,0.0,0.0,0.0,48.63,5.0,0.2729,100.0,3.0
0.0,0.0,0.0,2.0,30.95,21.0,0.3286,658.0,2.43
0.0,0.0,0.0,0.0,20.31,38.0,0.5831,532.0,2.63
0.0,0.0,0.0,0.0,47.44,5.0,0.056,66.0,4.55
0.0,0.0,0.0,1.0,30.22,31.0,0.989,71.0,5.63
0.0,0.0,0.0,0.0,28.15,14.0,0.3394,491.0,2.04
0.0,0.0,0.0,2.0,18.24,41.0,0.5048,522.0,5.56
0.0,3.0,1.0,2.0,29.62,243.0,8.7379,1132.0,12.37
0.0,0.0,0.0,0.0,19.15,5.0,0.0285,119.0,3.36
0.0,0.0,0.0,1.0,83.14,11.0,0.5081,150.0,4.67
0.0,0.0,0.0,0.0,26.47,12.0,0.3035,482.0,1.87
0.0,0.0,0.0,0.0,19.49,12.0,0.0825,73.0,8.22
0.0,0.0,0.0,0.0,34.42,3.0,0.1506,62.0,1.61
0.0,0.0,0.0,0.0,42.63,2.0,0.0474,67.0,1.49
0.0,0.0,0.0,0.0,30.91,2.0,0.0512,327.0,0.61
0.0,1.0,0.0,0.0,27.59,27.0,0.3932,467.0,4.28
0.0,0.0,0.0,0.0,29.57,14.0,0.1759,420.0,2.86
0.0,0.0,0.0,1.0,16.8,88.0,1.8115,1547.0,3.81
0.0,0.0,0.0,0.0,46.44,13.0,0.8184,99.0,3.03
0.0,0.0,0.0,0.0,42.26,7.0,0.092,127.0,4.72
0.0,0.0,0.0,-1.0,11.69,33.0,1.5667,436.0,2.29
0.0,0.0,0.0,3.0,43.33,70.0,3.0415,957.0,5.54
0.0,0.0,0.0,0.0,10.71,5.0,0.0268,329.0,1.52
0.0,0.0,0.0,0.0,30.24,2.0,0.0188,315.0,0.63
0.0,0.0,0.0,0.0,78.17,3.0,0.2241,109.0,1.83
0.0,1.0,0.0,5.0,23.8,206.0,6.8902,1479.0,7.51
0.0,0.0,0.0,2.0,25.78,140.0,4.5321,836.0,10.29
0.0,0.0,0.0,0.0,16.87,12.0,0.2767,142.0,2.82
0.0,0.0,0.0,0.0,40.19,14.0,0.9644,407.0,2.7
0.0,0.0,0.0,0.0,47.16,7.0,0.2494,146.0,4.79
0.0,2.0,0.0,1.0,22.79,93.0,3.9271,1430.0,1.26
0.0,0.0,0.0,2.0,62.5,48.0,1.0583,858.0,3.15
0.0,0.0,0.0,0.0,49.89,4.0,0.1075,83.0,2.41
0.0,0.0,0.0,1.0,22.19,46.0,0.4764,439.0,6.61
0.0,0.0,0.0,0.0,57.53,4.0,0.0812,114.0,2.63
0.0,2.0,0.0,5.0,17.83,257.0,7.878,796.0,5.4
0.0,1.0,0.0,2.0,24.04,103.0,5.1584,529.0,10.4
0.0,0.0,0.0,0.0,35.19,4.0,0.0981,542.0,0.37
0.0,0.0,0.0,1.0,95.42,2.0,0.193,98.0,1.02
0.0,0.0,0.0,0.0,45.33,15.0,0.5818,80.0,2.5
